	wt_1
Name=TRR-CCT4-1	2113
Name=TRE-TTC4-2	287
Name=TRV-TAC4-1	20
Name=TRE-CTC2-1	4748
Name=TRR-TCG2-1	93
Name=TRD-GTC2-1	1055
Name=TRC-GCA9-2	16
Name=TRC-GCA2-3	89
Name=TRF-GAA1-1	14
Name=TRV-CAC3-1	2128
Name=TRE-TTC1-2	3436
Name=TRT-TGT4-1	132
Name=TRQ-TTG4-1	3099
Name=TRY-GTA5-1	2068
Name=TRK-TTT3-2	1254
Name=TRI-GAT1-3	0
Name=TRR-ACG2-4	1830
Name=TRS-TGA3-1	47
Name=TRS-AGA5-1	3
Name=TRT-AGT3-1	4
Name=TRC-GCA14-1	25
Name=TRW-CCA3-2	329
Name=TRY-GTA5-4	2105
Name=TRT-AGT4-1	19
Name=TRV-CAC1-4	4259
Name=DCTN1-AS1	0
Name=SH2B3	11
Name=RAMP2-AS1	0
Name=TPT1-AS1	3
Name=LOC100190940	0
Name=C5orf52	0
Name=LOC100190986	0
Name=C2CD4D	0
Name=SNAR-A14	0
Name=PPIAP30	0
Name=ZFHX4-AS1	11
Name=PP12613	0
Name=FLJ16779	0
Name=FLJ41941	0
Name=LOC100192426	0
Name=CDH4	1
Name=GNE	3
Name=HCN4	0
Name=LINC00704	0
Name=FAR2P2	0
Name=KMT2E-AS1	1
Name=LINC01004	0
Name=INSL5	0
Name=FRAT1	3
Name=LOC100233156	0
Name=PCED1B-AS1	0
Name=TROAP	1
Name=LOC100240728	0
Name=LOC100240734	0
Name=LOC100240735	0
Name=MED16	1
Name=PIGK	5
Name=LOC100268168	0
Name=LINC01432	0
Name=CASC11	1
Name=LOC100270746	0
Name=LOC100270804	0
Name=LINC00940	0
Name=ARHGEF33	0
Name=LINC00899	0
Name=LOC100271832	0
Name=LIMS3-LOC440895	5
Name=SMG1P3	0
Name=ERVV-2	0
Name=MEF2B	1
Name=AIRN	0
Name=ZNRF2P2	0
Name=RASA4B	2
Name=CMC4	0
Name=LOC100272216	0
Name=LOC100272217	0
Name=LINC00894	1
Name=BCDIN3D-AS1	2
Name=VPS13A-AS1	0
Name=ANAPC1P1	0
Name=LOC100287010	0
Name=FAM86KP	0
Name=LOC100287015	0
Name=LOC100287028	0
Name=DDX11L10	0
Name=LOC100287036	0
Name=LOC100287042	0
Name=GEMIN2P2	0
Name=LOC100287072	0
Name=GACAT2	1
Name=DEFT1P2	0
Name=LOC100287098	0
Name=DDX11L1	0
Name=LINC00421	0
Name=IGHV1OR15-2	0
Name=USP17L10	0
Name=WASH1	0
Name=LOC100287175	2073
Name=C19orf83	2
Name=USP17L11	0
Name=USP17L12	0
Name=SH3RF3-AS1	1
Name=LOC100287225	0
Name=ZNF729	0
Name=TIPARP-AS1	0
Name=USP17L13	0
Name=LOC100287243	0
Name=MANSC4	0
Name=LOC100287290	0
Name=LOC100287294	0
Name=LINC00941	0
Name=USP17L17	0
Name=LOC100287329	0
Name=LOC100287361	0
Name=PRSS46	1
Name=USP17L18	0
Name=LOC100287387	0
Name=POTEB2	0
Name=USP17L19	0
Name=LOC100287413	0
Name=USP17L20	0
Name=LOC100287463	0
Name=LOC100287477	0
Name=USP17L21	0
Name=SMKR1	0
Name=LOC100287497	0
Name=USP17L22	0
Name=ADPGK-AS1	1
Name=LINC00173	0
Name=LOC100287592	0
Name=DDX11L5	0
Name=LOC100287610	0
Name=LOXL1-AS1	0
Name=LOC100287632	0
Name=MTHFD2P1	0
Name=LOC100287704	0
Name=ANKRD66	0
Name=AP4B1-AS1	0
Name=LOC100287728	0
Name=LINC00630	0
Name=LOC100287792	0
Name=LOC100287794	0
Name=LOC100287808	0
Name=LINC00582	0
Name=LOC100287823	0
Name=LOC100287834	0
Name=LOC100287846	0
Name=LOC100287852	0
Name=LOC100287877	0
Name=LINC00994	0
Name=LOC100287896	0
Name=TTC34	12
Name=LGALS8-AS1	0
Name=TIMM23	1
Name=LOC100287934	0
Name=LOC100287944	0
Name=GM140	0
Name=LOC100287954	0
Name=LOC100287966	0
Name=LOC100288069	0
Name=SDR42E2	0
Name=WTAPP1	801
Name=GS1-279B7.1	0
Name=LDLRAD4-AS1	0
Name=LOC100288123	0
Name=NBPF20	3
Name=LOC100288152	0
Name=LOC100288162	0
Name=LOC100288175	0
Name=LOC100288181	0
Name=HMGN3-AS1	0
Name=LOC100288254	0
Name=KRTAP22-2	0
Name=KRTAP21-3	0
Name=NPIPA5	0
Name=NCAM1-AS1	0
Name=ULK4P2	0
Name=ERVMER34-1	0
Name=LMCD1-AS1	0
Name=LOC100288430	0
Name=IL10RB-AS1	1
Name=MTRNR2L7	5
Name=DDX11L9	0
Name=USP17L15	0
Name=WI2-2373I1.2	0
Name=REXO1L2P	0
Name=LOC100288562	0
Name=LOC100288570	0
Name=WHAMMP1	0
Name=LOC100288637	7
Name=DUX4	0
Name=FAM21FP	0
Name=LIMS3L	1
Name=LOC100288708	0
Name=PAN3-AS1	0
Name=LOC100288748	0
Name=LOC100288774	0
Name=LOC100288778	1
Name=TMEM239	0
Name=LOC100288798	4
Name=FRG2C	0
Name=HYDIN2	0
Name=LOC100288806	0
Name=LOC100288814	0
Name=SRGAP3-AS3	0
Name=LOC100288842	0
Name=LOC100288846	1
Name=LOC100288866	0
Name=LOC100288893	0
Name=LOC100288911	0
Name=LOC100288929	21
Name=PRSS43	0
Name=LOC100288966	0
Name=LOC100288974	0
Name=LOC100289004	0
Name=SLC25A25-AS1	0
Name=LOC100289026	0
Name=LOC100289047	0
Name=LOC100289061	0
Name=LOC100289085	0
Name=TSPY10	0
Name=ATP2A1-AS1	0
Name=LOC100289097	0
Name=LOC100289098	1
Name=FAM27E2	0
Name=FAM95C	0
Name=FAM197Y5	0
Name=GNG12-AS1	4
Name=LOC100289185	0
Name=GS1-259H13.2	0
Name=FAM197Y4	0
Name=LOC100289194	0
Name=LOC100289206	0
Name=LINC00624	0
Name=LOC100289230	0
Name=LINC00675	0
Name=DNAJC3-AS1	0
Name=LOC100289279	0
Name=CUBNP2	0
Name=LOC100289333	0
Name=MAN1B1-AS1	0
Name=LOC100289361	1
Name=UBAC2-AS1	0
Name=KCTD21-AS1	0
Name=MCF2L-AS1	0
Name=DEFB4B	0
Name=LOC100289473	0
Name=LOC100289495	0
Name=KCNIP2-AS1	0
Name=LOC100289511	0
Name=LOC100289561	0
Name=HERC2P4	0
Name=LOC100289580	1
Name=ZNF605	1
Name=LOC100289650	0
Name=LOC100289656	0
Name=LOC100289673	0
Name=ZNF783	4
Name=LOC100291105	1
Name=LINC00942	0
Name=LOC100292922	1
Name=ZNF587B	0
Name=C4B_2	17
Name=LOC100293612	0
Name=LOC100293704	2
Name=LOC100294145	0
Name=LOC100294160	0
Name=LOC100294188	0
Name=LOC100294316	0
Name=LOC100294336	0
Name=LOC100294341	16
Name=LOC100294362	5
Name=NHEG1	0
Name=CDH5	0
Name=MIR1184-1	1
Name=MIR1284	0
Name=MIR1200	0
Name=MIR513C	0
Name=MIR1468	5
Name=MIR1265	0
Name=MIR320B1	14
Name=MIR1286	1
Name=MIR1538	1
Name=MIR1276	5
Name=MIR1183	0
Name=MIR1275	0
Name=MIR1288	0
Name=MIR1289-1	0
Name=MIR1471	0
Name=MIR1470	0
Name=MIR1302-3	0
Name=MIR1915	0
Name=MIR1302-4	0
Name=MIR302F	0
Name=MIR1182	0
Name=MIR1287	0
Name=MIR1289-2	0
Name=MIR320C1	1
Name=MIR1252	0
Name=MIR1914	0
Name=MIR1292	3
Name=MIR1537	2
Name=MIR1302-6	0
Name=MIR1913	0
Name=MIR1246	0
Name=MIR1248	1
Name=MIR1912	0
Name=MIR1247	1
Name=MIR1302-5	0
Name=MIR1302-7	0
Name=MIR1263	0
Name=MIR1249	0
Name=MIR1296	0
Name=MIR548N	2
Name=MIR1298	0
Name=MIR1256	5
Name=MIR1229	3
Name=MIR1185-1	0
Name=MIR1231	0
Name=MIR548F3	0
Name=MIR1233-1	0
Name=MIR1205	0
Name=MIR1278	1
Name=MIR2113	0
Name=MIR1273A	0
Name=MIR1322	0
Name=MIR1299	0
Name=MIR1257	0
Name=MIR320D2	0
Name=MIR1206	0
Name=MIR1321	0
Name=MIR1258	0
Name=MIR1307	510
Name=MIR1207	0
Name=MIR1269A	5
Name=MIR1295A	1
Name=MIR1270	0
Name=MIR1294	0
Name=MIR1279	0
Name=MIR1825	0
Name=MIR1272	0
Name=MIR1204	0
Name=MIR548I3	0
Name=MIR1297	0
Name=MIR1243	0
Name=MIR1976	13
Name=MIR548I4	0
Name=MIR548F1	0
Name=MIR1255A	0
Name=MIR320C2	1
Name=MIR1234	0
Name=MIR1306	5
Name=MIR1228	0
Name=MIR1266	0
Name=MIR1271	0
Name=MIR548I1	0
Name=MIR1283-2	0
Name=MIR1253	0
Name=MIR1185-2	0
Name=MIR1909	0
Name=MIR1203	0
Name=MIR1324	0
Name=MIR1181	1
Name=MIR1277	0
Name=MIR1827	0
Name=MIR1285-1	1
Name=MIR1245A	0
Name=MIR1293	0
Name=MIR1291	1
Name=MIR1911	0
Name=MIR1302-8	0
Name=MIR2110	4
Name=MIR2053	0
Name=MIR1238	0
Name=MIR1302-1	0
Name=MIR1261	0
Name=MIR1250	0
Name=MIR1226	5
Name=MIR1268A	0
Name=MIR664A	38
Name=MIR1179	0
Name=MIR1260A	0
Name=MIR1281	0
Name=MIR103B1	1791
Name=MIR548F5	0
Name=MIR1304	2
Name=MIR1236	0
Name=MIR1972-1	0
Name=MIR1301	52
Name=MIR1197	0
Name=MIR1264	0
Name=MIR1282	2
Name=MIR1323	0
Name=MIR1180	15
Name=MIR1539	0
Name=MIR1469	0
Name=MIR1202	0
Name=MIR2052	0
Name=MIR1910	15
Name=MIR1908	3
Name=MIR1283-1	0
Name=MIR2054	0
Name=MIR1285-2	0
Name=MIR1305	0
Name=MIR1254-1	0
Name=MIR1178	0
Name=MIR548L	1
Name=MIR1290	0
Name=MIR548I2	0
Name=MIR1302-2	0
Name=MIR1262	0
Name=MIR1237	0
Name=MIR1208	0
Name=MIR103B2	1828
Name=MIR1227	2
Name=MIR1303	2
Name=MIR1244-1	0
Name=MIR1267	0
Name=MIR548H3	0
Name=MIR548P	0
Name=MIR1251	0
Name=MIR1973	0
Name=RASAL2-AS1	2
Name=LINC00882	0
Name=BRE-AS1	0
Name=GPR75-ASB3	7
Name=LINC00184	0
Name=FTX	494
Name=TMED7-TICAM2	1
Name=RNU6-21P	0
Name=PCNA-AS1	0
Name=FAS-AS1	0
Name=RNU6-15P	0
Name=RNU6-42P	3
Name=SNORA80B	1
Name=NCRUPAR	0
Name=TSNAX-DISC1	5
Name=ZEB2-AS1	0
Name=SLC25A5-AS1	1
Name=LOC100303749	0
Name=PET117	0
Name=PITPNA-AS1	0
Name=NDUFAF4P1	0
Name=OTX2-AS1	0
Name=SPDYE2B	0
Name=ANKRD61	0
Name=MIR320B2	5
Name=MIR548K	54
Name=MIR548F2	0
Name=MIR548M	0
Name=MIR548H2	0
Name=MIR302E	0
Name=MIR670	0
Name=MIR759	0
Name=MIR2117	0
Name=MIR2278	0
Name=MIR718	0
Name=PIRC76	0
Name=MIR1255B1	0
Name=MIR513B	0
Name=MIR663B	0
Name=MIR548O	9
Name=MIR548H1	0
Name=MIR1255B2	0
Name=MIR762	2
Name=MIR764	0
Name=MIR2114	0
Name=MIR2115	0
Name=MIR548Q	0
Name=MIR2276	0
Name=MIR711	0
Name=PIRC66	5
Name=MIR548H4	0
Name=MIR2116	0
Name=MIR2277	5
Name=MIR761	0
Name=MIR548F4	0
Name=MIR320D1	1
Name=MIR548J	1
Name=MIR548E	43
Name=MIR449C	14
Name=MIR548G	0
Name=HOTTIP	0
Name=SAP25	1
Name=GCSHP3	0
Name=TRPC5OS	0
Name=LOC100335030	0
Name=SNORA70F	0
Name=CSN1S2BP	0
Name=LINC00102	0
Name=CHAF1A	11
Name=SNORA70G	0
Name=SNORA70D	0
Name=MACROD2-AS1	0
Name=TMED11P	0
Name=LOC100379224	0
Name=BOK-AS1	0
Name=SNORA70E	0
Name=NPPA-AS1	0
Name=MIR181A2HG	696
Name=BACE1-AS	0
Name=GRIK1-AS2	0
Name=PARP2	0
Name=ZBED6	2
Name=PARP3	3
Name=CDH6	0
Name=TOM1L1	0
Name=LOC100419583	1
Name=DBET	6
Name=ZNF33BP1	0
Name=HMGXB4	1
Name=LOC100420587	9
Name=FAM21EP	1
Name=LOC100421746	0
Name=LOC100422212	0
Name=LOC100422556	0
Name=LOC100422737	0
Name=MIR1273C	0
Name=MIR4300	0
Name=MIR3128	0
Name=MIR3160-2	0
Name=MIR4274	0
Name=MIR3160-1	0
Name=MIR4287	0
Name=MIR4319	0
Name=MIR3171	0
Name=MIR1302-9	0
Name=MIR3191	1
Name=MIR3188	1
Name=MIR1302-10	0
Name=MIR3183	0
Name=MIR3180-3	0
Name=MIR1193	0
Name=MIR3195	0
Name=MIR3119-1	0
Name=MIR4317	0
Name=MIR3174	1
Name=MIR3074	378
Name=MIR4293	0
Name=MIR3118-3	0
Name=MIR1233-2	0
Name=MIR3164	0
Name=MIR514B	0
Name=MIR4283-2	0
Name=MIR548T	0
Name=MIR548V	0
Name=MIR4316	0
Name=MIR4259	0
Name=MIR3182	0
Name=MIR3187	4
Name=MIR4301	0
Name=MIR3123	0
Name=MIR4318	0
Name=MIR4285	0
Name=MIR3136	2
Name=MIR4292	0
Name=MIR4306	0
Name=MIR548S	0
Name=MIR4265	0
Name=MIR544B	0
Name=MIR4320	0
Name=MIR3115	1
Name=MIR378C	44
Name=MIR4270	0
Name=MIR3152	0
Name=MIR3180-1	1
Name=MIR3117	0
Name=MIR1244-3	0
Name=MIR4297	0
Name=MIR4279	0
Name=MIR3192	0
Name=MIR3148	0
Name=MIR3202-2	0
Name=MIR3168	0
Name=MIR3124	0
Name=MIR3162	0
Name=MIR3170	0
Name=MIR3120	1
Name=MIR4325	0
Name=MIR548U	1
Name=MIR1244-2	0
Name=MIR3179-2	0
Name=MIR4280	0
Name=MIR4264	0
Name=MIR3194	0
Name=MIR4327	0
Name=MIR3157	2
Name=MIR3154	0
Name=MIR4260	0
Name=MIR4294	0
Name=MIR3140	0
Name=MIR4302	0
Name=MIR4255	0
Name=MIR3190	1
Name=MIR3158-1	5
Name=MIR3135A	0
Name=MIR3116-1	0
Name=MIR4288	0
Name=MIR3193	0
Name=MIR4311	0
Name=MIR3156-2	0
Name=MIR3129	1
Name=MIR4295	0
Name=MIR2861	0
Name=MIR500B	8
Name=MIR3200	16
Name=MIR320E	0
Name=MIR4253	0
Name=MIR3065	14
Name=MIR3201	0
Name=MIR4283-1	0
Name=MIR3167	0
Name=MIR1302-11	0
Name=MIR548X	0
Name=MIR3149	0
Name=MIR1972-2	0
Name=MIR548W	0
Name=MIR4303	0
Name=MIR4322	0
Name=MIR3137	0
Name=MIR4291	0
Name=MIR3127	4
Name=MIR4261	0
Name=MIR4330	0
Name=MIR4304	0
Name=MIR4328	0
Name=MIR378B	0
Name=MIR3143	1
Name=MIR3118-4	0
Name=MIR3153	0
Name=MIR4275	0
Name=MIR3142	0
Name=MIR3147	0
Name=MIR4305	0
Name=MIR4272	0
Name=MIR3133	0
Name=MIR3189	0
Name=MIR3186	0
Name=MIR4326	14
Name=MIR3116-2	0
Name=MIR3122	0
Name=MIR4284	0
Name=MIR3118-2	0
Name=MIR3141	0
Name=MIR3144	0
Name=MIR4271	0
Name=MIR3165	0
Name=MIR4309	0
Name=MIR4273	0
Name=MIR3180-2	2
Name=MIR3131	0
Name=MIR4268	0
Name=MIR3179-1	0
Name=MIR4315-2	0
Name=MIR4281	0
Name=MIR4290	0
Name=MIR3150A	0
Name=MIR4263	0
Name=MIR4277	0
Name=MIR3146	0
Name=MIR4251	0
Name=MIR2909	0
Name=MIR1273D	1
Name=MIR4312	0
Name=MIR3181	1
Name=MIR3169	0
Name=MIR3178	0
Name=MIR4252	0
Name=MIR4256	0
Name=MIR1184-3	1
Name=MIR3185	0
Name=MIR4324	0
Name=MIR4323	0
Name=MIR3173	0
Name=MIR4286	0
Name=MIR4314	0
Name=MIR4308	0
Name=MIR1184-2	0
Name=MIR3125	2
Name=MIR3202-1	0
Name=MIR3156-1	0
Name=MIR3155A	0
Name=MIR3134	0
Name=MIR1260B	5
Name=MIR3151	0
Name=MIR3130-1	5
Name=MIR4267	0
Name=MIR3175	0
Name=MIR4262	0
Name=MIR4257	0
Name=MIR3199-2	1
Name=MIR4278	0
Name=MIR3161	0
Name=MIR3145	1
Name=MIR3130-2	5
Name=MIR3184	1206
Name=MIR4315-1	0
Name=MIR4282	0
Name=MIR3179-3	0
Name=MIR3118-1	0
Name=MIR4329	0
Name=MIR3119-2	0
Name=MIR3138	0
Name=MIR3177	2
Name=MIR4310	0
Name=MIR3196	0
Name=MIR4289	0
Name=MIR3159	0
Name=MIR3139	0
Name=MIR3156-3	0
Name=MIR4307	0
Name=MIR4258	0
Name=MIR4298	0
Name=MIR3197	0
Name=MIR3198-1	0
Name=MIR4299	0
Name=MIR4266	0
Name=MIR4254	0
Name=MIR3163	1
Name=MIR3126	0
Name=MIR4321	0
Name=MIR3121	0
Name=MIR3158-2	5
Name=MIR3199-1	1
Name=MIR4313	0
Name=MIR2355	9
Name=MIR3176	6
Name=MIR466	0
Name=MIR3132	0
Name=MIR3166	0
Name=MIR4296	0
Name=MIR4276	0
Name=MIR4269	0
Name=TOM1	26
Name=KLRF2	0
Name=SH2D3C	0
Name=SH2D3A	0
Name=MAMLD1	15
Name=MINOS1P1	0
Name=MTRNR2L1	86
Name=MTRNR2L2	49
Name=MTRNR2L3	0
Name=MTRNR2L4	3
Name=MTRNR2L5	0
Name=MTRNR2L6	9
Name=MTRNR2L8	52
Name=MTRNR2L9	7
Name=MTRNR2L10	6
Name=CST8	0
Name=RANBP9	2
Name=DNAJB6	8
Name=LINC00881	0
Name=LINC00276	2
Name=THAP9-AS1	8
Name=BAALC-AS1	0
Name=LOC100499194	2
Name=USP2-AS1	4
Name=LINC00987	0
Name=LINC00674	1
Name=LINC00673	1
Name=CCDC180	0
Name=LOC100499484	0
Name=LOC100499489	0
Name=CDH7	0
Name=SLC17A4	0
Name=LOC100500773	0
Name=MIR3659	0
Name=MIR3685	0
Name=MIR3919	0
Name=MIR3654	0
Name=MIR3607	28
Name=MIR374C	32
Name=MIR3917	0
Name=MIR23C	0
Name=MIR3620	6
Name=MIR3621	0
Name=MIR3677	3
Name=MIR3646	0
Name=MIR3616	0
Name=MIR3687-1	1
Name=MIR3649	0
Name=MIR3612	0
Name=MIR3945	0
Name=MIR3609	2
Name=MIR3655	0
Name=MIR3910-1	0
Name=MIR3937	0
Name=MIR3920	0
Name=MIR3650	0
Name=MIR3660	0
Name=MIR3909	21
Name=MIR3614	2
Name=MIR3619	0
Name=MIR3943	0
Name=MIR550B2	0
Name=MIR3912	2
Name=MIR3658	0
Name=MIR3653	6
Name=MIR3924	0
Name=MIR3907	0
Name=MIR3914-1	0
Name=MIR3606	0
Name=MIR3926-2	0
Name=MIR3686	0
Name=MIR3656	0
Name=MIR3678	0
Name=MIR3652	0
Name=MIR3922	1
Name=MIR3664	0
Name=MIR642B	5
Name=MIR3689A	0
Name=MIR3615	91
Name=MIR3916	0
Name=MIR3682	0
Name=MIR3918	0
Name=MIR3180-4	2
Name=MIR3605	12
Name=MIR3671	0
Name=MIR3713	0
Name=MIR548Z	0
Name=MIR3939	2
Name=MIR3622A	0
Name=MIR3921	0
Name=MIR3618	0
Name=MIR3665	0
Name=MIR3648-1	6
Name=MIR548AA1	0
Name=MIR3929	0
Name=MIR3936	0
Name=MIR3941	0
Name=MIR3684	0
Name=MIR3913-2	4
Name=MIR3672	0
Name=MIR3926-1	0
Name=MIR3622B	0
Name=MIR3911	0
Name=MIR3934	4
Name=MIR3938	0
Name=MIR3675	0
Name=MIR3923	0
Name=MIR3679	1
Name=MIR3668	0
Name=MIR3662	0
Name=MIR3688-1	0
Name=MIR3667	1
Name=MIR550B1	3
Name=MIR3681	2
Name=MIR3925	1
Name=MIR3683	0
Name=MIR676	0
Name=MIR3940	1
Name=MIR3657	0
Name=MIR3611	0
Name=MIR3935	0
Name=MIR3663	0
Name=MIR3690	2
Name=MIR548AA2	2
Name=MIR3666	0
Name=MIR3617	7
Name=MIR3927	0
Name=MIR3692	0
Name=MIR3691	1
Name=MIR3928	1
Name=MIR3910-2	0
Name=MIR3913-1	4
Name=MIR3942	1
Name=MIR3661	1
Name=MIR3689B	0
Name=MIR3150B	0
Name=MIR3613	8
Name=MIR3908	0
Name=MIR3670-1	0
Name=MIR3944	0
Name=MIR3674	0
Name=MIR3714	0
Name=MIR3610	0
Name=MIR3915	0
Name=MIR3180-5	0
Name=MIR3680-1	0
Name=MIR3651	3
Name=MIR548Y	0
Name=MIR3914-2	0
Name=CCDC179	0
Name=IQCJ-SCHIP1	1
Name=LINC01539	0
Name=SYNE1-AS1	0
Name=T1560	0
Name=LOC100505478	1
Name=PRKAG2-AS1	0
Name=PCAT19	0
Name=LOC100505498	0
Name=LOC100505501	0
Name=LOC100505502	0
Name=LOC100505504	0
Name=LOC100505515	0
Name=EDNRB-AS1	1
Name=LOC100505530	1
Name=LINC01301	0
Name=LOC100505534	1
Name=ISM1-AS1	0
Name=RBM26-AS1	0
Name=SLIT1-AS1	0
Name=LINC01095	0
Name=LINC01208	0
Name=LOC100505549	0
Name=LOC100505555	0
Name=LINC00866	2
Name=LINC00578	4
Name=LOC100505570	0
Name=INAFM2	0
Name=LINC00672	0
Name=LINC00838	0
Name=LOC100505585	0
Name=LOC100505588	0
Name=LRRC3C	0
Name=GAPLINC	1
Name=PARD3-AS1	0
Name=LOC100505609	0
Name=SNHG21	184
Name=LINC00919	0
Name=C11orf72	0
Name=LOC100505622	0
Name=GTF3C2-AS1	1
Name=LOC100505625	0
Name=LINC01133	0
Name=LOC100505635	0
Name=LINC01024	2
Name=FGD5-AS1	4
Name=RAD51-AS1	0
Name=LOC100505658	0
Name=LINC00967	0
Name=LINC01370	0
Name=LOC100505664	1
Name=LOC100505666	2
Name=RRS1-AS1	0
Name=STARD4-AS1	4
Name=UBE2Q2L	0
Name=NAPA-AS1	3
Name=LINC01431	0
Name=LOC100505685	0
Name=LINC00888	2
Name=FTO-IT1	0
Name=SH3BP5-AS1	13
Name=LINC01094	0
Name=LOC100505711	0
Name=LOC100505715	0
Name=LOC100505716	0
Name=LOC100505718	0
Name=KRTAP9-7	0
Name=LOC100505727	0
Name=LOC100505728	0
Name=LOC100505736	0
Name=MIR4458HG	0
Name=LOC100505739	0
Name=SPATA1	0
Name=ITGB2-AS1	1
Name=KRTAP16-1	0
Name=PRMT5-AS1	0
Name=RPARP-AS1	0
Name=SPDYE18	0
Name=LINC01364	0
Name=LOC100505771	0
Name=LOC100505774	0
Name=LINC01541	0
Name=LOC100505782	0
Name=OSER1-AS1	0
Name=LOC100505784	0
Name=LOC100505795	0
Name=LOC100505797	1
Name=LOC100505798	1
Name=SNHG18	0
Name=LOC100505811	0
Name=CARD8-AS1	1
Name=LOC100505817	2
Name=LOC100505824	0
Name=STK4-AS1	0
Name=PROX1-AS1	0
Name=LINC01532	0
Name=SH3PXD2A-AS1	0
Name=LOC100505841	2
Name=ROPN1L-AS1	0
Name=LOC100505851	0
Name=LOC100505853	0
Name=APTR	0
Name=LINC00920	0
Name=CFAP58-AS1	0
Name=LOC100505874	0
Name=LINC01088	18
Name=CEBPZOS	6
Name=UBE2E2-AS1	0
Name=LOC100505878	0
Name=KIF25-AS1	0
Name=MAGI2-AS3	0
Name=LOC100505887	0
Name=SORCS3-AS1	0
Name=SLIT2-IT1	0
Name=TMEM161B-AS1	1
Name=LOC100505909	0
Name=LOC100505912	0
Name=LOC100505915	0
Name=LOC100505918	0
Name=LOC100505920	0
Name=LOC100505921	0
Name=LINC01549	0
Name=ADD3-AS1	2
Name=LOC100505938	0
Name=LOC100505942	1
Name=LOC100505948	0
Name=LINC01304	0
Name=LINC00645	0
Name=ENO1-AS1	1
Name=LOC100505978	0
Name=LOC100505984	0
Name=LOC100505985	0
Name=LINC01207	35
Name=TMEM210	0
Name=LUCAT1	1
Name=LINC00403	8
Name=RTCA-AS1	0
Name=PPP5D1	17
Name=APELA	0
Name=LOC100506016	0
Name=LOC100506022	0
Name=LOC100506023	2
Name=ISPD-AS1	0
Name=PTOV1-AS1	1
Name=LINC00989	0
Name=LOC100506036	0
Name=LOC100506038	0
Name=GAS5-AS1	0
Name=LOC100506047	2
Name=LRRC72	0
Name=LINC01005	0
Name=RNASEH1-AS1	0
Name=SMG1P7	0
Name=DACT3-AS1	0
Name=RBFADN	0
Name=LOC100506071	0
Name=LOC100506076	1
Name=LOC100506082	1
Name=LOC100506083	1
Name=ARL17B	2
Name=LOC100506085	1
Name=LOC100506098	0
Name=LOC100506100	0
Name=LOC100506107	0
Name=SIX3-AS1	0
Name=LOC100506113	0
Name=LOC100506114	0
Name=LINC01272	0
Name=LINC01503	0
Name=LOC100506122	0
Name=LOC100506123	0
Name=LOC100506124	0
Name=LOC100506125	0
Name=LINC00867	0
Name=LOC100506127	1
Name=TTC21B-AS1	0
Name=LOC100506136	0
Name=LOC100506142	0
Name=ZMYM6NB	4
Name=SRP54-AS1	0
Name=LOC100506159	0
Name=TAF1A-AS1	0
Name=HSFX1	0
Name=LINC01568	0
Name=LOC100506175	0
Name=LOC100506178	0
Name=LOC100506188	0
Name=LINC00963	4
Name=LARGE-AS1	0
Name=LOC100506207	5
Name=MIR210HG	443
Name=PAXBP1-AS1	0
Name=LOC100506217	0
Name=LINC01093	0
Name=RAB30-AS1	0
Name=LOC100506235	0
Name=LOC100506236	0
Name=NKX2-1-AS1	0
Name=LL22NC01-81G9.3	0
Name=KRBOX1	0
Name=LOC100506248	0
Name=LOC100506253	0
Name=LOC100506258	0
Name=LOC100506271	0
Name=LOC100506272	0
Name=LOC100506274	1
Name=KRBOX1-AS1	0
Name=LOC100506281	0
Name=LOC100506282	1
Name=LOC100506286	0
Name=LOC100506289	0
Name=ID2-AS1	1
Name=LOC100506302	0
Name=LINC00958	0
Name=HOTAIRM1	2
Name=LOC100506314	0
Name=LOC100506317	0
Name=LOC100506319	0
Name=LOC100506321	0
Name=SP2-AS1	0
Name=LINC01127	0
Name=LOC100506331	0
Name=LINC00649	3
Name=FAM212B-AS1	0
Name=LOC100506358	0
Name=OTUD6B-AS1	0
Name=LOC100506368	1
Name=LOC100506371	0
Name=LOC100506374	0
Name=TTLL10-AS1	1
Name=LINC01006	7
Name=LOC100506384	0
Name=LINC01426	0
Name=LOC100506388	0
Name=SLC16A1-AS1	0
Name=LOC100506393	0
Name=GAS6-AS2	0
Name=LOC100506403	1
Name=LOC100506405	0
Name=LOC100506406	0
Name=ELOVL2-AS1	0
Name=LOC100506411	0
Name=LINC00871	1
Name=DOCK4-AS1	0
Name=LINC01158	0
Name=LOC100506422	0
Name=CBR3-AS1	1
Name=LINC00648	0
Name=SPAG5-AS1	0
Name=ITPKB-IT1	0
Name=LOC100506444	0
Name=LOC100506446	0
Name=RASSF8-AS1	0
Name=LOC100506457	8
Name=SRD5A3-AS1	0
Name=LINC01234	0
Name=TMEM147-AS1	0
Name=LOC100506470	0
Name=LOC100506472	0
Name=LOC100506473	0
Name=LOC100506474	34
Name=EGFLAM-AS2	0
Name=LOC100506476	0
Name=LOC100506489	0
Name=DSCAM-AS1	0
Name=LIFR-AS1	1
Name=LOC100506497	0
Name=LOC100506498	0
Name=LOC100506499	1
Name=LOC100506504	0
Name=LOC100506514	0
Name=LINC01176	0
Name=LOC100506526	0
Name=LINC01007	0
Name=LOC100506530	0
Name=LOC100506532	0
Name=SPTY2D1-AS1	0
Name=LINC01082	0
Name=LOC100506548	1
Name=LOC100506551	0
